,Name,Description,Designation,Latitude,Longitude,States,Type,Free,Cost
,Harry A Merlo State Recreation Area,"This hillside sanctuary in California's coastal foothills comprises a compact state recreation area featuring oak woodlands, dry-heat chaparral, and riparian canyons along seasonal streams. There are scenic hiking and biking trails, overlook viewpoints, and camping and picnicking opportunities. Wildlife includes mule deer, gray fox, coyotes, bobcats, and a diverse array of birds.",State Recreation Area,41.15873868,-124.1263988,CA,State,TRUE,0
,Hearst San Simeon State Historical Monument,"This region along the Central California coast that enticed and inspired William Randolph Hearst consists of the Hearst San Simeon State Historical Monument. The crown jewel is Hearst Castle, a lavish hilltop estate with ornate rooms, sweeping terraces, and art collections that overlook the Pacific. Besides the mansion, there are scenic drives along Highway 1 and backcountry hiking opportunities in nearby coastal parks. Wildlife includes elephant seals and harbor seals on the beaches, sea otters offshore, and gray whales migrating along the coast.",State Historic Site,35.6503,-121.186,CA,State,FALSE,35
,Hearst San Simeon State Park,"Along California's Central Coast, Hearst San Simeon State Park protects a rugged coastline of sea cliffs, sandy beaches, dunes, and sweeping ocean views. Tide pools and coastal scrub habitats support a variety of wildlife, including elephant seals at Piedras Blancas, harbor seals, sea lions, pelicans, and numerous shorebirds.",State Park,35.599388,-121.125442,CA,State,TRUE,0
,Heber Dunes State Vehicular Recreation Area,"Heber Dunes State Vehicular Recreation Area sits in Utah’s high-desert Wasatch region near Heber City, offering expansive sand dunes and miles of off-highway vehicle trails. The area combines dune fields with sagebrush scrub, edge pinyon-juniper woodlands, and nearby riparian zones that support backcountry exploration. Wildlife includes mule deer, pronghorn, coyotes, jackrabbits, and a variety of raptors and songbirds.",State Vehicular Recreation Area,32.7305,-115.388,CA,State,FALSE,5
,Hendy Woods State Park,"This quiet stand of ancient coast redwoods in northern California preserves a gallery of towering trees, moss-draped logs, and fern-filled creeks that invite slow, contemplative exploration. Hendy Woods State Park features shaded, family-friendly trails, gentle creekside slopes, and a mosaic of woodland habitats where light and fog create shifting steel-gray greens.",State Park,39.0849,-123.485,CA,State,FALSE,8
,Henry Cowell Redwoods State Park,"This California state park in the Santa Cruz Mountains protects a venerable stand of coast redwoods along the San Lorenzo River. Besides the towering trees, there are fern-filled canyons, creekside groves, and a network of trails—from easy loops to longer hikes through the forest and along the river. Habitats include old-growth redwood forest, riparian woodland, and oak savanna, and wildlife includes black-tailed deer, gray fox, squirrels, and a variety of birds.",State Park,37.04009999,-122.064,CA,State,FALSE,10
,Henry W Coe State Park,"This vast backcountry park in California’s Diablo Range spans rolling ridges, deep canyons, and oak woodland canopies. Besides backcountry hiking and primitive camping, there are remote trails and sweeping views that reward solitary exploration. Wildlife includes black-tailed deer, mountain lions, bobcats, coyotes, gray foxes, and a diverse array of birds.",State Park,37.18799999,-121.548,CA,State,FALSE,8
,Hollister Hills State Vehicular Recreation Area,"Rolling hills and oak woodlands in California's Central Coast foothills offer miles of designated dirt-bike and ATV trails that weave through grassy meadows, sandy washes, and rocky outcrops. In addition to motorized recreation, the area provides scenic overlooks and limited backcountry hiking opportunities amid blue oak woodland and chaparral.",State Vehicular Recreation Area,36.7696,-121.414,CA,State,FALSE,5
,Humboldt Lagoons State Park,"This stretch of the northern California coast protects three lagoons—Big Lagoon, Stone Lagoon, and Freshwater Lagoon—framed by dunes, tidal marshes, and coastal forest. Visitors can hike backcountry trails, explore beaches, and paddle or kayak in the lagoons. Wildlife includes waterfowl, shorebirds, harbor seals, and other coastal creatures.",State Park,41.22355988,-124.0934031,CA,State,TRUE,0
,Humboldt Redwoods State Park,"This ancient forest in northern California's Humboldt County preserves one of the world's largest contiguous stands of old-growth coast redwoods along the Eel River. Humboldt Redwoods State Park features the Avenue of the Giants, a scenic drive through towering trees, plus backcountry hiking that winds through Rockefeller Forest, Founders Grove, and fern-filled canyons. Wildlife includes black bears, deer, and a variety of birds, and the Eel River supports runs of salmon and steelhead.",State Park,40.3072,-123.908,CA,State,FALSE,8
,Hungry Valley State Vehicular Recreation Area,"Within the northern Mojave Desert of California, Hungry Valley State Vehicular Recreation Area encompasses a vast desert landscape of rolling dunes, scrub, and granite outcrops carved by wind and rain. Besides miles of OHV trails for dirt bikes, ATVs, and 4x4s, the area offers scenic drives and backcountry exploration opportunities, along with primitive camping under clear desert skies. Wildlife includes coyotes, jackrabbits, lizards, rattlesnakes, and a variety of raptors.",State Vehicular Recreation Area,34.79199999,-118.871,CA,State,FALSE,5
,Huntington State Beach,"Huntington State Beach spans a broad sandy coastline along the Southern California coast. Besides swimming and surfing, the beach features a popular boardwalk and the iconic Huntington Beach Pier, with a dog-friendly section for visitors and their companions. Nearby Bolsa Chica Ecological Reserve protects tidal flats and coastal wetlands that host migratory shorebirds and other wildlife, while offshore waters are home to dolphins and other marine life.",State Beach,33.63919999,-117.973,CA,State,FALSE,15
,Indian Grinding Rock State Historic Park,"Indian Grinding Rock State Historic Park, this state historic park sits in the Sierra Nevada foothills of Amador County, protecting a sacred Miwok grinding rock and a small museum devoted to Miwok culture. The surrounding landscape features oak woodlands, granite outcrops, and grassy meadows with interpretive trails and a replica Miwok village. Wildlife includes mule deer, gray fox, ground squirrels, and a variety of songbirds.",State Historic Park,38.42559999,-120.64,CA,State,FALSE,8
,Indio Hills Palms Park Property,"This desert sanctuary in southern California comprises three units in the Indio Hills, anchored by palm groves, irrigated washes, and rugged canyons that offer scenic drives and backcountry hiking. Wildlife includes desert bighorn sheep, coyotes, javelina, kit foxes, roadrunners, and a variety of raptors.",Park Property,33.85015649,-116.2748592,CA,State,TRUE,0
,Jack London State Historic Park,"This historic landscape in Sonoma Valley preserves Jack London’s Beauty Ranch and the dramatic Wolf House ruins, with the House of Happy Walls museum nearby. Rolling oak woodlands, grassy meadows, and expansive views over vineyards and surrounding hills set the scene for London’s ranching legacy. Wildlife includes white-tailed deer, gray foxes, hawks, and a variety of songbirds.",State Historic Park,38.35669999,-122.544,CA,State,FALSE,10
,Jedediah Smith Redwoods State Park,"Along California’s rugged north coast, Jedediah Smith Redwoods State Park protects one of the finest remaining stands of old-growth coast redwood forest along the Smith River. Towering, moss-draped trees, fern-filled understories, and steep river canyons provide dramatic scenery for hiking and scenic drives, including the popular Howland Hill Road and trails around Stout Grove and the Boy Scout Tree. Wildlife includes black-tailed deer, black bears, river otters, and a rich variety of birdlife.",State Park,41.79718537,-124.0827553,CA,State,FALSE,8
,John B Dewitt Redwoods State Natural Reserve,"This coastal sanctuary along the northern California coast protects an ancient grove of coast redwoods within the John B Dewitt Redwoods State Natural Reserve. Along scenic trails, visitors pass towering trunks, moss-draped limbs, and fern-filled understories with streams weaving through the forest. Habitats include coastal redwood forest, riparian woodlands, and oak woodland, supporting black-tailed deer, gray fox, bobcats, northern spotted owls, banana slugs, and a chorus of forest birds.",State Natural Reserve,40.12219438,-123.8371122,CA,State,TRUE,0
,John Little State Natural Reserve,"Nestled in rolling hills, river corridors, and mixed woodlands, John Little State Natural Reserve protects a diverse landscape shaped by wetlands, prairies, and forested benches. Scenic drives and backcountry hiking opportunities invite exploration of secluded viewpoints and hidden valleys. Wildlife includes white-tailed deer, black bear, coyotes, beavers, and a rich assemblage of birds from hawks to warblers.",State Natural Reserve,36.11982,-121.630599,CA,State,TRUE,0
,Jug Handle State Natural Reserve,"This northern California coast reserve protects a mosaic of habitats—from dramatic sea cliffs and dune fields to forested uplands along the Pacific. Jug Handle State Natural Reserve offers scenic overlooks, coastal trails, and backcountry hiking opportunities, with tidepool exploration along the shoreline and access to diverse coastal ecosystems. Wildlife includes black-tailed deer, gray fox, bobcats, peregrine falcons, and a variety of shorebirds and marine life such as harbor seals.",State Natural Reserve,39.37488066,-123.8164158,CA,State,TRUE,0
,Julia Pfeiffer Burns State Park,"This rugged stretch of California's Central Coast preserves dramatic sea cliffs, redwood canyons, and the park's centerpiece, McWay Falls, an 80-foot waterfall that tumbles onto a sandy beach in a sheltered cove. There are short, scenic trails and viewpoints along the coast offering spectacular ocean vistas. Wildlife includes gray whales offshore during migration, sea otters, harbor seals, and a variety of seabirds.",State Park,36.158921,-121.670446,CA,State,FALSE,10
,Kenneth Hahn State Recreation Area,"Kenneth Hahn State Recreation Area sits atop the hills of Los Angeles, offering sweeping views of the basin and distant coastline. Trail networks wind through oak woodlands and coastal sage scrub, with picnic areas, gardens, and interpretive signs along the way. Wildlife includes red-tailed hawks, quail, lizards, and other urban-adapted species, reflecting Southern California’s native habitats in the heart of a metropolitan area.",State Recreation Area,34.01139999,-118.37,CA,State,FALSE,10
,Kings Beach State Recreation Area,"This lakeside region along Lake Tahoe's north shore in California comprises Kings Beach State Recreation Area. Kings Beach State Recreation Area features a long sandy beach, crystal-clear water, and easy access for swimming, picnicking, and family-friendly recreation with nearby trails and viewpoints. Wildlife includes waterfowl such as ducks and geese, with occasional sightings of osprey and bald eagles along the shoreline, and forest birds in the surrounding pines.",State Recreation Area,39.23671599,-120.025012,CA,State,FALSE,10
,Kruse Rhododendron State Natural Reserve,"Kruse Rhododendron State Natural Reserve, this reserve protects a high-elevation mosaic of dense rhododendron thickets, evergreen forests, and rugged cliffs. Visitors can discover mossy ravines, seasonal wildflowers, and an extensive network of backcountry trails with sweeping views. Wildlife includes black bears, white-tailed deer, foxes, wild turkeys, and a variety of resident and migratory birds.",State Natural Reserve,38.5941,-123.345,CA,State,TRUE,0
,La Purisima Mission State Historic Park,"This storied California mission site preserves an 18th-century Spanish mission and the surrounding ranchlands that supported it, featuring a largely reconstructed adobe church, convento, grist mills, and period gardens. Trails traverse oak woodland, chaparral, and grassland on rolling hills with sweeping valley views and opportunities for living-history programs. Wildlife includes mule deer, gray fox, bobcats, coyotes, California quail, and a variety of hawks and songbirds.",State Historic Park,34.67,-120.421,CA,State,FALSE,6
,Lake Del Valle State Recreation Area,"This scenic retreat in the eastern Livermore Valley features Lake Del Valle, a large reservoir framed by rolling hills and oak woodlands. In addition to boating, fishing, camping, and lakeside hiking, visitors enjoy picnicking and scenic outings around the shore. Wildlife includes mule deer, coyotes, bobcats, red-tailed hawks, and a variety of waterfowl that frequent the lake.",State Recreation Area,37.58419999,-121.689,CA,State,FALSE,5
,Lake Oroville State Recreation Area,"Lake Oroville State Recreation Area sits along the shores of Lake Oroville in the northern Sierra Nevada foothills of California. This recreation area comprises multiple units around the lake, offering developed campgrounds, boat launches, and day-use areas near the Oroville Dam. Besides boating, fishing, and other water recreation, there are scenic drives and backcountry hikes through oak woodlands and forested hills. Wildlife includes bald eagles and ospreys that hunt over the lake, waterfowl and shorebirds, mule deer, coyotes, and beaver along the rivers and wetland areas.",State Recreation Area,39.5343,-121.467,CA,State,FALSE,8
,Lake Perris State Recreation Area,"Waterfront recreation amid desert foothills, Lake Perris State Recreation Area centers on a large reservoir bordered by rolling hills, canyon scrub, and riparian corridors. The area offers boating, fishing for bass and catfish, swimming, picnicking, and miles of trails for hiking and biking along the shoreline and into the surrounding hills. Wildlife includes mule deer, coyotes, bobcats, ground squirrels, and a variety of birds—from waterfowl and herons to raptors.",State Recreation Area,33.86003252,-117.2028191,CA,State,FALSE,10
,Lake Valley State Recreation Area,"This scenic region centers on Lake Valley State Recreation Area, a mosaic of forested hills, sandy beaches, and a large central lake. The area offers boating, fishing, scenic drives, and miles of hiking trails through pine and hardwood forests, plus quiet coves and wetlands. Wildlife includes bald eagles, white-tailed deer, beavers, river otters, great blue herons, and a diversity of fish and waterfowl.",State Recreation Area,38.871064,-120.007385,CA,State,TRUE,0
,Leland Stanford Mansion State Historic Park,"Leland Stanford Mansion State Historic Park, in downtown Sacramento, this meticulously restored late-19th-century mansion preserves the home and public spaces of California's early political era, with grand public rooms, ornate interiors, and period furnishings. The park offers guided tours and exhibits that illuminate state government, architecture, and the Stanford family's influence on California history.",State Historic Park,38.57632875,-121.4978937,CA,State,TRUE,0
,Leo Carrillo State Park,"Leo Carrillo State Park, stretching along the Malibu coast, Leo Carrillo State Park preserves a rugged shoreline of sandstone cliffs, sea caves, tide pools, and 1.5 miles of beach. The park offers backcountry hiking along coastal bluffs and scenic overlooks amid coastal sage scrub and oak woodlands. Wildlife includes harbor seals and sea lions along the shore, gray whales during migration, and a variety of seabirds, with the area long used as a film location and named for actor and conservationist Leo Carrillo.",State Park,34.04489999,-118.935,CA,State,FALSE,12
,Leucadia State Beach,"Leucadia State Beach stretches along the North County coast, where sandstone bluffs overlook a long sandy shoreline and the Pacific Ocean. The beach protects tidal pools, rocky intertidal zones, and coastal bluff habitats, with opportunities for surfing, walking, and tidepool exploration. Wildlife includes harbor seals hauled out on rocks, pelicans and shorebirds along the shore, and gray whales offshore during annual migrations.",State Beach,33.065,-117.305,CA,State,TRUE,0
,Lighthouse Field State Beach,"This coastal state beach near Santa Cruz spans a broad sandy shoreline with grassy bluffs and the historic Santa Cruz Lighthouse at the bluffs’ edge. Besides easy beach access, there are bluff-top trails, tide pools at low tide, and scenic overlooks along the coast. Wildlife includes harbor seals, shorebirds, pelicans, and migrating birds, with dune, bluff, and coastal scrub habitats supporting a variety of plants and animals.",State Beach,36.95225128,-122.0270147,CA,State,TRUE,0
,Limekiln State Park,"This rugged stretch of California's central coast preserves dramatic limestone shorelines and the historic lime kilns that gave Limekiln its name. Besides the kilns, the park features coastal scenery, creekside forests, and backcountry hiking opportunities to viewpoints, a waterfall, and the beach along Limekiln Creek. Wildlife includes harbor seals, black-tailed deer, peregrine falcons, and numerous seabirds along the coast.",State Park,36.00989999,-121.518,CA,State,FALSE,10
,Little River State Beach,"Located along California’s rugged North Coast near the town of Mendocino, Little River State Beach protects a scenic stretch of coastline where forested bluffs meet sandy beaches and a coastal lagoon. The park features tide pools, driftwood-lined shores, and the Little River estuary, which supports diverse birdlife and aquatic species. Visitors can explore coastal trails, enjoy beachcombing and kayaking, or camp among redwood groves while experiencing sweeping ocean views and frequent coastal fog.",State Beach,41.00747617,-124.1115081,CA,State,TRUE,0
,Los Angeles State Historic Park,"This urban park in downtown Los Angeles preserves the city’s historic riverfront and the era of growth that shaped modern Los Angeles. Restored streets, period-era structures, and open lawns host interpretive displays and community events, inviting visitors to explore the evolving story of the region. The park offers accessible trails and gathering spaces that connect neighborhoods along the river, providing city views, cultural programs, and a sense of place.",State Historic Park,34.07015378,-118.2276672,CA,State,FALSE,8
,Los Osos Oaks State Natural Reserve,"This intimate coastal woodland refuge protects a rare stand of ancient coast live oaks along rolling hills near Morro Bay. The reserve preserves oak woodland and grassland habitats on shallow soils, where gnarled trunks, expansive canopies, and ample shade host a variety of birds, small mammals, and seasonal wildflowers. A short network of trails offers peaceful hikes and opportunities for nature study, photography, and quiet wildlife watching in a compact, accessible landscape.",State Natural Reserve,35.3064,-120.814,CA,State,TRUE,0
,MacKerricher State Park,"Stretching along nine miles of Northern California coastline, MacKerricher State Park protects dunes, tidal lagoons, a freshwater lake at Lake Cleone, and forested bluffs. Scenic drives, dune overlooks, beach walks, and backcountry hikes reveal a habitat-rich coast with wildlife including harbor seals on the beaches, migrating gray whales offshore, and a broad array of shorebirds.",State Park,39.48899999,-123.79,CA,State,FALSE,8
,Mailliard Redwoods State Natural Reserve,"Mailliard Redwoods State Natural Reserve preserves ancient coast redwood groves along California’s fog-kissed northern coast. Towering trunks, moss-draped limbs, and a lush understory of ferns frame creeks, wetlands, and backcountry trails that invite quiet hikes among the trees. Wildlife includes black-tailed deer, gray fox, river otters, banana slugs, and a diverse chorus of forest birds.",State Natural Reserve,38.904743,-123.335416,CA,State,TRUE,0
,Malakoff Diggins State Historic Park,"This rugged Sierra Nevada foothill landscape preserves one of the largest hydraulic mining operations from the California Gold Rush, with sprawling diggings, towering tailings, sluices, and the ruins of historic mining camps. Scenic canyons, ridges, and terraces invite backcountry hikes and interpretive trails that tell the story of how mining reshaped the landscape. Wildlife includes mule deer, gray fox, coyotes, black bears, and a variety of birds that inhabit oak woodlands and riparian zones.",State Historic Park,39.36608999,-120.89883,CA,State,FALSE,10
,Malibu Creek State Park,"Located in the Santa Monica Mountains of Southern California, Malibu Creek State Park preserves a dramatic landscape of rolling grasslands, oak woodlands, and rugged volcanic rock formations carved by Malibu Creek. The park features scenic canyon views, the popular Rock Pool swimming hole, and miles of trails for hiking, biking, and horseback riding. Wildlife includes mule deer, coyotes, bobcats, and a wide variety of bird species, while the park’s terrain and scenery have made it a longtime location for film and television productions.",State Park,34.10076862,-118.7113298,CA,State,FALSE,12
,Malibu Lagoon State Beach,"This coastal estuary and beach along the Pacific in Malibu preserves a dynamic mosaic of tidal flats, salt marsh, dune systems, and sandy shoreline. The Malibu Lagoon, fed by Malibu Creek, supports migratory and resident waterfowl, shorebirds, tidepool life, and small fish, while the surrounding coastal habitats host native plants adapted to sandy soils. The area offers birdwatching, beachcombing, hiking, and scenic views of the Pacific and Malibu Pier.",State Beach,34.0341,-118.685,CA,State,FALSE,12
,Manchester State Park,"This coastal state park sits on a peninsula along Puget Sound in Kitsap County, Washington. The landscape features saltwater shoreline, grassy bluffs, and forested uplands with expansive views across the water to the Olympic Mountains. Wildlife includes harbor seals, river otters, bald eagles, and a variety of shorebirds.",State Park,38.96009999,-123.715,CA,State,TRUE,0
,Mandalay State Beach,"Stretching along a sunlit Pacific coastline, Mandalay State Beach features a broad sandy shoreline, rolling dune fields, and tidal flats that cradle sheltered coves and seasonal wetlands. Visitors enjoy long walks, surfing, birdwatching, and sunset photography, while offshore waters host dolphins, seals, pelicans, and diverse fish.",State Beach,34.203781,-119.249318,CA,State,TRUE,0
,Manresa State Beach,"This stretch along California's central coast centers on Manresa State Beach, a long ribbon of sandy shoreline backed by dune fields, pine-covered bluffs, and coastal scrub. Besides beach recreation, there are scenic overlooks and short coastal trails that weave through nearby state park lands. Wildlife includes harbor seals along the rocks, migrating gray whales offshore, pelicans, oystercatchers, and tidepool life such as sea stars, anemones, and crabs.",State Beach,36.919885,-121.852852,CA,State,FALSE,10
,Marconi Conference Center State Historic Park,"Situated on coastal bluffs overlooking Tomales Bay in Northern California, Marconi Conference Center State Historic Park preserves a historic wireless communication site set amid rolling grasslands and coastal scrub. Once home to early radio pioneer Guglielmo Marconi’s transpacific receiving station, the park features historic buildings, sweeping views of bay and ocean, and open landscapes shaped by wind and fog. Wildlife includes tule elk, raptors, and migratory birds, while the park offers walking paths and interpretive opportunities highlighting the intersection of natural scenery and technological history.",State Historic Park,38.14359799,-122.876619,CA,State,TRUE,0
,Marina State Beach,"Marina State Beach sits along the central California coast near Monterey, a long, windswept shoreline backed by rolling dunes and sweeping views of Monterey Bay. Coastal dunes, tidal flats, and adjacent marine waters support a mosaic of habitats. Wildlife includes migratory shorebirds such as the snowy plover, pelicans, and seals in the bay.",State Beach,36.69863899,-121.808879,CA,State,TRUE,0
,Marshall Gold Discovery State Historic Park,"On the American River near Coloma, Marshall Gold Discovery State Historic Park preserves the 1848 gold discovery that sparked the California Gold Rush, with the Gold Discovery Museum, mining-era foundations, and interpretive trails. The landscape features oak woodlands and riparian habitats along the river, supporting wildlife such as mule deer and a variety of waterfowl.",State Historic Park,38.800194,-120.891988,CA,State,FALSE,10
,Martial Cottle Park State Recreation Area,"Martial Cottle Park State Recreation Area sits in southern San Jose, California, a large open-space park preserving farmland, wetlands, and rolling grasslands within an urban setting. The park offers miles of multi-use trails for hiking, biking, and horseback riding, with ponds and creeks weaving through the landscape. Wildlife includes deer, coyotes, foxes, rabbits, hawks, and a variety of waterfowl and songbirds.",State Recreation Area,37.25955872,-121.8371084,CA,State,FALSE,6
,McArthur Burney Falls State Park,"Located in northeastern California near the southern Cascades, McArthur-Burney Falls State Park protects a lush landscape shaped by volcanic geology and abundant spring-fed waters. The park is centered on Burney Falls, a 129-foot waterfall renowned for its constant flow cascading through moss-covered basalt cliffs into a clear pool below. Surrounding the falls are evergreen forests, meadows, and streams that support deer, black bear, river otters, and diverse birdlife. Visitors can explore hiking trails, fish along Burney Creek, and experience cool, misty conditions year-round.",State Park,41.011042,-121.649648,CA,State,FALSE,10
,McConnell State Recreation Area,"This river-bottom landscape along the Stanislaus River preserves a mosaic of oak woodland, riparian forest, and seasonal wetlands. The area offers levee trails, picnic areas, fishing access, and boat launches for kayaks and small craft. Wildlife includes white-tailed deer, beavers, river otters, great blue herons, ospreys, and a variety of waterfowl.",State Recreation Area,37.41663199,-120.713284,CA,State,FALSE,10
,McGrath State Beach,"This coastal California beach along the Pacific offers a long sandy shoreline, rolling dunes, and ocean vistas. Besides sun and surf, there are campground amenities nearby and ample opportunities for picnicking, birdwatching, and fishing. Wildlife includes shorebirds, harbor seals, dolphins, and seasonal whale migrations; habitats include beach, dune, and estuarine zones.",State Beach,34.22104659,-119.2555568,CA,State,FALSE,10
,Mendocino Headlands State Park,"This windswept Pacific coastline along northern California comprises Mendocino Headlands State Park, a dramatic stretch of cliff-and-shoreline that frames the village of Mendocino. Rugged headlands, sea stacks, and tide pools punctuate miles of scenic coastal trails and overlook points, with access to beaches along the shore. Offshore kelp forests and rocky shores support a diverse marine ecosystem. Wildlife includes harbor seals and sea lions hauled out on offshore rocks, gray whales during seasonal migrations, and a wide array of seabirds such as pelicans, cormorants, oystercatchers, and gulls.",State Park,39.30012255,-123.7903892,CA,State,TRUE,0
,Mendocino Woodlands State Park,"Along California's rugged north coast, Mendocino Woodlands State Park preserves a forested landscape of towering coast redwoods and mixed evergreen trees, threaded by creeks and open meadows that invite exploration. The area encompasses coastal woodland, riparian, and meadow habitats, supporting native wildlife such as deer, foxes, owls, hawks, and a variety of songbirds.",State Park,39.32348,-123.70082,CA,State,TRUE,0
,Millerton Lake State Recreation Area,"This recreation area sits along a broad reservoir in the Sierra foothills, created by Friant Dam on the San Joaquin River. The area offers boating, fishing, camping, and hiking, with scenic shoreline views and varied backcountry trails. Wildlife includes mule deer, waterfowl, and a range of songbirds, with seasonal migrations bringing additional birds to the lakefront and surrounding riparian habitats.",State Recreation Area,37.021297,-119.668027,CA,State,FALSE,10
,Mono Lake Tufa State Natural Reserve,"Mono Lake Tufa State Natural Reserve protects Mono Lake, a stark high-desert basin in the eastern Sierra Nevada famous for its dramatic limestone tufa towers rising from alkaline waters. The reserve offers scenic overlooks, backcountry hiking, and kayaking opportunities amid otherworldly tufas and rugged shorelines. Wildlife includes brine shrimp, alkali flies, and migratory birds such as California gulls and eared grebes.",State Natural Reserve,37.938761,-119.026099,CA,State,FALSE,3
,Montana de Oro State Park,"Montaña de Oro State Park sits along California's Central Coast near Morro Bay. The park features dramatic coastal bluffs, sandy beaches, and deep canyons carved into rolling hills, with miles of trails for hiking, horseback riding, and backcountry exploration. Its habitats include coastal sage scrub, oak woodland, and riparian areas, and it's home to mule deer, coyotes, harbor seals, and a variety of shorebirds and raptors; gray whales can be seen offshore during migration.",State Park,35.30019813,-120.8628623,CA,State,TRUE,0
,Montara State Beach,"This scenic stretch of the Northern California coast near Montara encompasses Montara State Beach, a long, sandy shoreline backed by rugged bluffs. There are popular surfing breaks, beachcombing opportunities, and bluff-top trails with sweeping ocean views. Wildlife includes harbor seals, pelicans, and migrating gray whales along the shoreline.",State Beach,37.54548633,-122.5143572,CA,State,TRUE,0
,Monterey State Beach,"Stretching along the southern edge of Monterey Bay on California’s central coast, Monterey State Beach protects a wide expanse of sandy shoreline backed by coastal dunes and views of the Pacific Ocean. The beach offers open vistas of Monterey Bay, gentle surf, and accessible waterfront recreation. Shorebirds, seabirds, and marine life are commonly observed along the coast, while visitors enjoy walking, biking, beachcombing, and seasonal whale watching in a setting shaped by ocean winds and shifting sands.",State Beach,36.61168399,-121.857303,CA,State,TRUE,0
,Monterey State Historic Park,"Monterey State Historic Park preserves a compact district of 19th-century adobe houses and public buildings in downtown Monterey. The park’s historic units include the Custom House and Colton Hall, centers of governance and trade from the Mexican era through California’s early statehood. Visitors can wander self-guided routes through Old Town and the waterfront, participate in living-history programs, and imagine Monterey’s bustling maritime commerce and daily life in the 19th century.",State Historic Park,36.60269999,-121.8934,CA,State,TRUE,0
,Montgomery Woods State Natural Reserve,"Montgomery Woods State Natural Reserve protects a pristine stand of ancient coastal redwoods in northern Mendocino County. Towering trees rise above mossy trunks and fern-filled canyons along quiet, shaded trails through an old-growth forest. Wildlife includes black-tailed deer, gray fox, owls, and a chorus of forest birds.",State Natural Reserve,39.23497397,-123.3960365,CA,State,TRUE,0
,Moonlight State Beach,"Moonlight State Beach sits along California's Pacific coast in Encinitas, a broad stretch of sunlit sand bordered by dunes and blue water. Beyond the shoreline, the area features tide pools, scenic coastal trails, and picnic areas with panoramic ocean views. Wildlife includes harbor seals along the shore, dolphins offshore, pelicans, and shorebirds.",State Beach,33.04835899,-117.297512,CA,State,TRUE,0
,Morro Bay State Park,"Situated along California's Central Coast, Morro Bay State Park protects a tidal estuary and adjacent coastal habitats anchored by Morro Rock, a volcanic plug rising from the harbor. The park includes salt marshes, dunes, and open-water habitats that host a rich community of waterfowl, shorebirds, harbor seals, and other coastal wildlife. Opportunities include hiking, birding, kayaking, camping, and a Museum of Natural History that interprets the area's geology and ecosystems.",State Park,35.34652899,-120.841981,CA,State,FALSE,8
,Morro Strand State Beach,"This coastal stretch along California's Central Coast traces Morro Strand State Beach, a long sandy shoreline backed by rolling dunes near Morro Bay. Dominating the offshore view, Morro Rock rises as a volcanic plug, guarding a coastline of open ocean, tidal flats, and dune habitats. Wildlife includes harbor seals, pelicans, and a variety of shorebirds, with gray whale migrations passing offshore along the coast.",State Beach,35.40198999,-120.86785,CA,State,TRUE,0
,Moss Landing State Beach,"This coastal stretch along California's central coast features broad sandy beaches, dune fields, and nearby estuarine habitats. There are opportunities for beachcombing, fishing, surfing, kayaking, and wildlife watching. Wildlife includes harbor seals, sea otters, gray whales in migration, dolphins, pelicans, and shorebirds.",State Beach,36.81693799,-121.786004,CA,State,TRUE,0
,Mount Diablo State Park,"This eastern Bay Area landmark rises to Mount Diablo’s granite summit, a dramatic peak in the Diablo Range. Mount Diablo State Park protects a mosaic of habitats—oak woodland, chaparral, grassland, and pockets of conifer stands—supporting diverse wildlife and spring wildflowers. The Summit Road and overlooks offer panoramic, 360-degree views across the Bay Area, while a network of trails provides everything from easy walks to backcountry routes. Wildlife includes mule deer, foxes, coyotes, bobcats, and a variety of birds.",State Park,37.852026,-121.925476,CA,State,FALSE,6
,Mount Tamalpais State Park,"This coastal mountain park in Marin County features rolling ridges, oak woodlands, and pine forests with sweeping views of the San Francisco Bay and the Pacific Ocean. In addition to summit vistas and scenic overlooks, there are scenic drives and extensive backcountry hiking opportunities that traverse a mosaic of habitats. Wildlife includes mule deer, coyotes, foxes, and a diverse bird life such as hawks, falcons, and woodpeckers.",State Park,37.927367,-122.579961,CA,State,FALSE,8
,Natural Bridges State Beach,"Along the Central California coast, Natural Bridges State Beach is renowned for its iconic natural arches carved by the Pacific, offering dramatic ocean views and a broad sandy shore. The park protects beach and dune habitats, tide pools, and seasonal monarch butterfly roosts that attract visitors each fall and winter. Visitors can enjoy easy coastal trails, tide pool explorations, and wildlife viewing along the shoreline.",State Beach,36.95224499,-122.057199,CA,State,FALSE,10
,Navarro River Redwoods State Park,"Navarro River Redwoods State Park sits along California’s North Coast, protecting old-growth coast redwoods and the winding Navarro River. The park features cathedral groves, riparian woodlands, and forested canyons with easy to moderate trails and river access for quiet recreation. Wildlife includes black-tailed deer, foxes, and a variety of birds, and anadromous fish such as salmon and steelhead use the Navarro River.",State Park,39.17501599,-123.6768285,CA,State,TRUE,0
,New Brighton State Beach,"New Brighton State Beach sits along the central California coast in Santa Cruz County. The park features a long sandy shoreline backed by dune fields and coastal bluffs, with a campground and day-use areas for picnicking, swimming, surfing, and tidepool exploration. Wildlife includes harbor seals, seabirds such as pelicans and shorebirds, and gray whales that migrate along the coast.",State Beach,36.979908,-121.937873,CA,State,FALSE,10
